Brand,Model,Price,Year,Mileage,Transmission type,Fuel type,Location,Link,Posted On
Peugeot,405,"170,000 EGP",2007,"305,000 KM",Manual,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/peugeot/405/7207020,2026-04-23
Mercedes,C 180,"2,550,000 EGP",2019,"34,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/c-180/7207012,2026-04-23
Kia,Sorento,"1,500,000 EGP",2020,"160,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/kia/sorento/7207002,2026-04-23
Mazda,323,"65,000 EGP",1982,0 KM,Manual,Gas,Giza,https://eg.hatla2ee.com/en/car/mazda/323/7207003,2026-04-23
Emgrand,EC 7,"300,000 EGP",2015,"289,000 KM",Manual,Gas,Giza,https://eg.hatla2ee.com/en/car/emgrand/ec-7/7206996,2026-04-23
Mitsubishi,Eclipse Cross,"1,150,000 EGP",2021,0 KM,Automatic,Diesel,"Maadi, Cairo",https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross/26137/7203313,2026-04-23
CitroÃ«n,C5,"1,250,000 EGP",2021,"32,000 KM",Automatic,Gas,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/citroen/C5/7203243,2026-04-23
MG,ZS,"900,000 EGP",2021,"60,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/moris-garage/zs/7203097,2026-04-23
Toyota,Fortuner,"4,300,000 EGP",2026,0 KM,Automatic,Hybrid,Cairo,https://eg.hatla2ee.com/en/new-car/toyota/fortuner/50960/7203014,2026-04-23
Mercedes,GLS,"10,450,000 EGP",2026,0 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/new-car/mercedes/GLS/50944/7203010,2026-04-23
Jeep,Wrangler,"1,295,000 EGP",2014,"260,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/jeep/wrangler/7202934,2026-04-23
Mercedes,Viano,"4,700,000 EGP",2021,"45,000 KM",Automatic,Electric,Cairo,https://eg.hatla2ee.com/en/car/mercedes/Viano/7202924,2026-04-23
Hyundai Tucson GDI,Imported,"2,000,000 EGP",2025,0 KM,Automatic,Gas,"Menouf, Monufia",https://eg.hatla2ee.com/en/new-car/imported/hyundai/Tucson-GDI/7202889,2026-04-23
Kia Sportage,A/T / Highline,"2,200,000 EGP",2025,0 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/new-car/imported/kia/sportage/7202872,2026-04-23
Hyundai,Elantra CN7,"1,040,000 EGP",2021,122 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/7202756,2026-04-23
Jeep,Wrangler,"1,290,000 EGP",2013,"240,000 KM",Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/jeep/wrangler/7202675,2026-04-23
Audi,Q7,"4,500,000 EGP",2024,0 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/audi/q7/7202581,2026-04-23
BMW,318,"1,320,000 EGP",2018,"110,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/bmw/318/7202507,2026-04-23
Changan,Benni,"300,000 EGP",2015,"138,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/changan/benni/7202493,2026-04-23
Mercedes,C 180,"1,250,000 EGP",2012,"167,000 KM",Automatic,Diesel,Giza,https://eg.hatla2ee.com/en/car/mercedes/c-180/7202467,2026-04-23
Land Rover,Range Rover Evoque,"2,200,000 EGP",2015,"60,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/land-rover/evoque/7202449,2026-04-23
Mercedes,SL Class,"11,250,000 EGP",2024,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/sl-class/50949/7202417,2026-04-23
MG,ZS,"1,100,000 EGP",2025,"44,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/moris-garage/zs/7202413,2026-04-23
Mitsubishi,Grandis,"550,000 EGP",2006,"350,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/mitsubishi/Grandis/7206960,2026-04-23
Opel,Astra,"570,000 EGP",2015,"158,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/opel/astra/7206959,2026-04-23
Mercedes,200,"150,000 EGP",1971,"92,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/mercedes/200/7206951,2026-04-23
Toyota,Avanza,"750,000 EGP",2013,"127,000 KM",Automatic,Diesel,"6 October, Giza",https://eg.hatla2ee.com/en/car/toyota/avanza/7206941,2026-04-23
Nissan,Sunny,"650,000 EGP",2026,"9,600 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/nissan/sunny/7203550,2026-04-23
Kia,Sorento,"1,280,000 EGP",2019,"131,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/kia/sorento/7206938,2026-04-23
Peugeot,207,"340,000 EGP",2008,"163,500 KM",Automatic,Natural Gas,Giza,https://eg.hatla2ee.com/en/car/peugeot/207/7206936,2026-04-23
Suzuki,Maruti,"130,000 EGP",2008,"60,000 KM",Manual,Gas,"Zagazig, Sharqia",https://eg.hatla2ee.com/en/car/suzuki/maruti/7206914,2026-04-23
Jeep,Grand Cherokee,"1,200,000 EGP",2012,"180,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/7171322,2026-04-23
Kia,Cerato,"640,000 EGP",2010,"170,000 KM",Automatic,Gas,"El Mahalla El Kubra, Gharbia",https://eg.hatla2ee.com/en/car/kia/cerato/7206892,2026-04-23
Volkswagen,Golf 7,"1,550,000 EGP",2019,"150,000 KM",Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/Golf-7/7206887,2026-04-23
Peugeot,307,"385,000 EGP",2007,"178,000 KM",Manual,Gas,Giza,https://eg.hatla2ee.com/en/car/peugeot/307/7206885,2026-04-23
Suzuki,Swift Dzire,"550,000 EGP",2016,"113,000 KM",Automatic,Gas,Damietta,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/7206877,2026-04-23
Nissan,Qashqai,"550,000 EGP",2012,"280,000 KM",Automatic,Gas,Sohag,https://eg.hatla2ee.com/en/car/nissan/qashqai/7206875,2026-04-23
Geely,Emgrand X7,"700,000 EGP",2019,"63,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/geely/emgrand-x7/7206872,2026-04-23
Hyundai,Matrix,"465,000 EGP",2002,"196,000 KM",Automatic,Diesel,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/hyundai/matrix/7206869,2026-04-23
Jeep,Grand Cherokee,"2,250,000 EGP",2017,"84,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/7206867,2026-04-23
Renault,Fluence,"470,000 EGP",2013,"185,000 KM",Automatic,Diesel,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/renault/fluence/7206861,2026-04-23
Mercedes,E 180,"2,450,000 EGP",2019,"150,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/mercedes/e-180/7206862,2026-04-23
Opel,Astra,"230,000 EGP",2000,"300,000 KM",Manual,Gas,El Minya,https://eg.hatla2ee.com/en/car/opel/astra/7206860,2026-04-23
Daewoo,Lanos,"205,000 EGP",1999,"359,998 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/daewoo/lanos/7206853,2026-04-23
Honda,Civic,"630,000 EGP",2008,"219,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/honda/civic/7206823,2026-04-23
Lada,Granta,"280,000 EGP",2018,"105,000 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/lada/granta/7164527,2026-04-23
Renault,Duster,"350,000 EGP",2011,"183,000 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/renault/duster/7206792,2026-04-23
Mazda,3,"470,000 EGP",2011,"196,000 KM",Automatic,Gas,"Mansoura, Dakahlia",https://eg.hatla2ee.com/en/car/mazda/mazda-3/7206801,2026-04-23
Chevrolet,Lanos,"250,000 EGP",2010,"120,000 KM",Manual,Gas,"10th of Ramadan, Cairo",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7206793,2026-04-23
Renault,Logan,"419,999 EGP",2018,"240,000 KM",Automatic,Diesel,"Al Munib, Giza",https://eg.hatla2ee.com/en/car/renault/logan/7206782,2026-04-23
Nissan,Sentra,"600,000 EGP",2018,"260,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/nissan/sentra/7206777,2026-04-23
Kia,K3,"850,000 EGP",2013,"82,000 KM",Automatic,Gas,"Banha, Qalyubia",https://eg.hatla2ee.com/en/car/kia/K3/7203136,2026-04-23
Hyundai,Matrix,"430,000 EGP",2008,"1,330,000 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/hyundai/matrix/7203041,2026-04-23
Fiat,128,"35,000 EGP",1979,"350,000 KM",Manual,Diesel,Asyut,https://eg.hatla2ee.com/en/car/fiat/128/7203020,2026-04-23
Fiat,127,"45,000 EGP",1986,"100,000 KM",Manual,Gas,"Dar Al Salam, Cairo",https://eg.hatla2ee.com/en/car/fiat/127/7202972,2026-04-23
Hyundai,Matrix,"495,000 EGP",2010,"154,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/hyundai/matrix/7202901,2026-04-23
Chrysler,C300,"760,000 EGP",2007,"180,000 KM",Automatic,Gas,"Pyramids Gardens, Giza",https://eg.hatla2ee.com/en/car/chrysler/chrysler-c300/7206748,2026-04-23
Chrysler,C300,"760,000 EGP",2007,"180,000 KM",Automatic,Gas,"Pyramids Gardens, Giza",https://eg.hatla2ee.com/en/car/chrysler/chrysler-c300/7206748,2026-04-22
Hyundai,Elantra,"375,000 EGP",2001,"250,000 KM",Automatic,Diesel,Qena,https://eg.hatla2ee.com/en/car/hyundai/elantra/7206749,2026-04-22
Chery,Tiggo 7,"1,000,000 EGP",2026,0 KM,Automatic,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/new-car/chery/Tiggo-7/unit/7174343,2026-04-22
Chery Tiggo 8 Pro Max,Financed,"1,640,000 EGP",2026,0 KM,Automatic,Gas,"Dokki, Giza",https://eg.hatla2ee.com/en/new-car/imported/chery/Tiggo-8-Pro-Max/7180654,2026-04-22
Hyundai,Elantra AD,"1,215,000 EGP",2026,0 KM,Automatic,Gas,"Dokki, Giza",https://eg.hatla2ee.com/en/new-car/hyundai/Elantra-AD/unit/7180658,2026-04-22
Jeep,Grand Cherokee,"5,300,000 EGP",2023,"30,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/7206738,2026-04-22
Renault,Sandero Step Way,"350,000 EGP",2014,"188,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7206737,2026-04-22
Jac,JS3,"850,000 EGP",2024,"30,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/jac/JS3/7206727,2026-04-22
Fiat,128,"40,000 EGP",1979,"25,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/fiat/128/7206720,2026-04-22
Peugeot,406,"290,000 EGP",2006,"330,000 KM",Automatic,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/peugeot/406/7206722,2026-04-22
Skoda,Kodiaq,"2,400,000 EGP",2025,"14,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/skoda/kodiaq/7206705,2026-04-22
Hyundai,Tucson,"2,150,000 EGP",2026,0 KM,Automatic,Gas,"Dokki, Giza",https://eg.hatla2ee.com/en/new-car/hyundai/tucson/unit/7202306,2026-04-22
Changan,CS75,"1,700,000 EGP",2026,0 KM,Automatic,Gas,"Dokki, Giza",https://eg.hatla2ee.com/en/new-car/changan/CS75/unit/7199188,2026-04-22
Chery,Arrizo 5,"660,000 EGP",2025,"67,000 KM",Automatic,Gas,"Banha, Qalyubia",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7206700,2026-04-22
Daewoo,Lanos 2,"240,000 EGP",2008,"280,000 KM",Manual,Gas,Qena,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/7206693,2026-04-22
Toyota,Corolla,"150,000 EGP",1993,"2,520,005 KM",Manual,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/toyota/corolla/7206674,2026-04-22
Chery,Arrizo 5,"635,000 EGP",2023,"58,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7206669,2026-04-22
Jeep,Grand Cherokee L,"5,300,000 EGP",2023,"30,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/jeep/Grand-Cherokee-L/7206662,2026-04-22
Chana,Other,"250,000 EGP",2009,"180,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/chana/other-chana/7206650,2026-04-22
Mini,Country man,"850,000 EGP",2017,"130,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/mini/country-man/7206642,2026-04-22
Hyundai,Matrix,"580,000 EGP",2010,"120,000 KM",Automatic,Gas,Beni Suef,https://eg.hatla2ee.com/en/car/hyundai/matrix/7206636,2026-04-22
Mini,Coupe,"900,000 EGP",2015,"136,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mini/mini-coupe/7206635,2026-04-22
Hyundai,I10,"700,000 EGP",2022,"44,000 KM",Automatic,Gas,"Al Abbassia, Greater Cairo ( Cairo + Giza)",https://eg.hatla2ee.com/en/car/hyundai/i10/7206632,2026-04-22
Suzuki,Ciaz,"630,000 EGP",2022,"106,000 KM",Automatic,Natural Gas,"Khanka, Qalyubia",https://eg.hatla2ee.com/en/car/suzuki/ciaz/7206617,2026-04-22
CitroÃ«n,Jumpy,"375,000 EGP",2008,0 KM,Manual,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/citroen/Jumpy/7206614,2026-04-22
Renault,Megane,"330,000 EGP",2008,"335,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/megane/7206585,2026-04-22
Seat,Leon,"1,615,000 EGP",2026,10 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/seat/leon/7206589,2026-04-22
BMW,3 Series,"325,000 EGP",1994,"200,000 KM",Automatic,Gas,Port Said,https://eg.hatla2ee.com/en/car/bmw/3-series/7206586,2026-04-22
Chevrolet,Aveo,"830,000 EGP",2027,0 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/new-car/chevrolet/aveo/unit/7206582,2026-04-22
Audi,A3,"2,300,000 EGP",2025,10 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/audi/a3/7206573,2026-04-22
Skoda,Kodiaq,"2,680,000 EGP",2026,10 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/skoda/kodiaq/7206569,2026-04-22
Hyundai,Elantra HD,"850,000 EGP",2024,"83,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/7204198,2026-04-22
Jac,S2,"750,000 EGP",2026,"2,000 KM",Automatic,Gas,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/jac/s2/7206561,2026-04-22
Chery,Arrizo 5,"540,000 EGP",2020,"42,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7206532,2026-04-22
Toyota,Fortuner,"3,100,000 EGP",2022,"26,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/toyota/fortuner/7204460,2026-04-22
Volkswagen,Tiguan,"2,350,000 EGP",2024,"39,000 KM",Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/7206522,2026-04-22
Honda,Civic,"255,000 EGP",1992,"318,000 KM",Automatic,Gas,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/honda/civic/7206523,2026-04-22
Nissan,Qashqai,"700,000 EGP",2015,"160,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/nissan/qashqai/7204189,2026-04-22
Speranza,A113,"210,000 EGP",2011,"157,000 KM",Manual,Gas,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/speranza/a113/7206448,2026-04-22
Mercedes,180,"2,400,000 EGP",2019,"66,000 KM",Automatic,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/mercedes/180/7206441,2026-04-22
Speranza,Tiggo,"330,000 EGP",2009,"317,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/speranza/tiggo/7206437,2026-04-22
Daihatsu,Grand terios,"600,000 EGP",2010,"18,000 KM",Automatic,Gas,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/daihatsu/grand-terios/7205862,2026-04-22
Chery,Tiggo 7,"975,000 EGP",2024,"19,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/7204216,2026-04-22
Byd,F3,"640,000 EGP",2025,"44,000 KM",Manual,Gas,"El Omraniya, El Haram, Giza",https://eg.hatla2ee.com/en/car/byd/f3/7206433,2026-04-22
Jeep,Renegade,"950,000 EGP",2017,"70,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/jeep/Renegade/7206424,2026-04-22
Karry,Q22,"265,000 EGP",2015,0 KM,Manual,Natural Gas,"10th of Ramadan, Cairo",https://eg.hatla2ee.com/en/car/karry/q22/7206425,2026-04-22
Ford,Focus,"1,050,000 EGP",2021,"38,000 KM",Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/ford/focus/7206416,2026-04-22
Chevrolet,Optra,"475,000 EGP",2018,"160,000 KM",Automatic,Gas,"Damanhur, Beheira",https://eg.hatla2ee.com/en/car/chevrolet/optra/7206409,2026-04-22
Mitsubishi,Nativa,"490,000 EGP",2005,"300,000 KM",Automatic,Gas,"Hurghada, Red Sea",https://eg.hatla2ee.com/en/car/mitsubishi/nativa/7206408,2026-04-22
BMW,1 Series,"1,450,000 EGP",2020,"180,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/bmw/1-series/7204101,2026-04-22
Chevrolet,Optra,"290,000 EGP",2007,"507,750 KM",Manual,Natural Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/chevrolet/optra/7206398,2026-04-22
Renault,Fluence,"500,000 EGP",2015,"225,000 KM",Automatic,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/renault/fluence/7206394,2026-04-22
Hyundai,Elantra,"550,000 EGP",2007,"184,000 KM",Automatic,Gas,Port Said,https://eg.hatla2ee.com/en/car/hyundai/elantra/7206391,2026-04-22
Opel,Astra,"475,000 EGP",2014,"173,000 KM",Automatic,Diesel,"Hadayek October, Giza",https://eg.hatla2ee.com/en/car/opel/astra/7206386,2026-04-22
Nissan,Sunny,"620,000 EGP",2026,"1,600 KM",Manual,Diesel,Cairo,https://eg.hatla2ee.com/en/car/nissan/sunny/7206379,2026-04-22
Volkswagen,Passat,"730,000 EGP",2008,"178,000 KM",Automatic,Gas,Dakahlia,https://eg.hatla2ee.com/en/car/volks-wagen/passat/7206378,2026-04-22
Chevrolet,Optra,"635,000 EGP",2021,"47,000 KM",Automatic,Gas,"Helwan, Cairo",https://eg.hatla2ee.com/en/car/chevrolet/optra/7206377,2026-04-22
Nissan,Sentra,"685,000 EGP",2018,"139,000 KM",Automatic,Gas,"Zagazig, Sharqia",https://eg.hatla2ee.com/en/car/nissan/sentra/7206365,2026-04-22
Hyundai,Matrix,"400,000 EGP",2002,0 KM,Automatic,Gas,"Damanhur, Beheira",https://eg.hatla2ee.com/en/car/hyundai/matrix/7206354,2026-04-22
Fiat,Regata,"50,000 EGP",1989,0 KM,Manual,Gas,Suez,https://eg.hatla2ee.com/en/car/fiat/regata/7206352,2026-04-22
Daewoo,Lacetti,"365,000 EGP",2002,"146,000 KM",Automatic,Gas,Beheira,https://eg.hatla2ee.com/en/car/daewoo/lacetti/7206351,2026-04-22
Renault,Megane,"730,000 EGP",2019,"100,000 KM",Automatic,Diesel,Kafr el-Sheikh,https://eg.hatla2ee.com/en/car/renault/megane/7206349,2026-04-22
MG,5,"1,100,000 EGP",2025,"11,000 KM",Automatic,Gas,Beheira,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/7206339,2026-04-22
Fiat,128,"90,000 EGP",1998,"88,000 KM",Manual,Gas,"El Mahalla El Kubra, Gharbia",https://eg.hatla2ee.com/en/car/fiat/128/7206336,2026-04-22
Mazda,3,"950,000 EGP",2019,"90,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mazda/mazda-3/7206337,2026-04-22
Hyundai,Accent RB,"500,000 EGP",2013,"100,000 KM",Automatic,Diesel,Asyut,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/7206335,2026-04-22
Hyundai,Venue,"175,000 EGP",2009,"110,000 KM",Manual,Natural Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/hyundai/Venue/7206330,2026-04-22
Peugeot,405,"192,000 EGP",2003,"270,000 KM",Manual,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/peugeot/405/7206318,2026-04-22
Chevrolet,Lanos,"295,000 EGP",2010,"100,000 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7206307,2026-04-22
Mercedes,180,"380,000 EGP",1994,"185,000 KM",Automatic,Gas,"Abu Kabir, Sharqia",https://eg.hatla2ee.com/en/car/mercedes/180/7206305,2026-04-22
Suzuki,Maruti,"157,000 EGP",2008,"89,000 KM",Manual,Gas,Damietta,https://eg.hatla2ee.com/en/car/suzuki/maruti/7206302,2026-04-22
MG,5,"1,100,000 EGP",2021,"60,000 KM",Automatic,Natural Gas,Alexandria,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/7206299,2026-04-22
Seat,Ibiza,"210,000 EGP",1994,"340,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/seat/ibiza/7206292,2026-04-22
Renault,Sandero,"350,000 EGP",2014,"137,000 KM",Manual,Gas,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/renault/sandero/7206288,2026-04-22
Other,Other,"500,000 EGP",2009,"49,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/other/other-other/7206279,2026-04-22
Geely,Other,"500,000 EGP",2009,"49,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/geely/other-geely/7206283,2026-04-22
Hyundai,Elantra,"435,000 EGP",2009,"286,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/hyundai/elantra/7206277,2026-04-22
Brilliance,Galena,"340,000 EGP",2012,"25,000 KM",Automatic,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/brilliance/galena/7206273,2026-04-22
Fiat,Shahin,"100,000 EGP",1996,"360,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/fiat/shahin/7206264,2026-04-22
Peugeot,301,"600,000 EGP",2021,"35,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/peugeot/301/7066883,2026-04-22
Chevrolet,N200,"200,000 EGP",2012,"260,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/chevrolet/n200/7206257,2026-04-21
Hyundai,Viva,"330,000 EGP",2008,"238,500 KM",Manual,Diesel,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/hyundai/viva/7206253,2026-04-21
Chevrolet,Aveo,"380,000 EGP",2011,"192,000 KM",Automatic,Gas,"Mansoura, Dakahlia",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7206249,2026-04-21
Fiat,Tempra,"140,000 EGP",1994,"295,000 KM",Manual,Natural Gas,"Touhk, Qalyubia",https://eg.hatla2ee.com/en/car/fiat/tempra/7206245,2026-04-21
Byd,L3,"375,000 EGP",2017,"285,000 KM",Manual,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/byd/l3/7206227,2026-04-21
Skoda,Felicia,"130,000 EGP",1997,"300,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/skoda/felicia/7206221,2026-04-21
Suzuki,Maruti,"135,000 EGP",2008,"100,000 KM",Manual,Gas,"Helwan, Cairo",https://eg.hatla2ee.com/en/car/suzuki/maruti/7202744,2026-04-21
Opel,Vectra,"280,000 EGP",1997,"295,000 KM",Manual,Gas,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/opel/vectra/7202711,2026-04-21
Chevrolet,Optra,"230,000 EGP",2006,"260,000 KM",Automatic,Gas,Giza,https://eg.hatla2ee.com/en/car/chevrolet/optra/7202710,2026-04-21
Opel,Meriva,"480,000 EGP",2015,"95,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/opel/meriva/7202709,2026-04-21
Chevrolet,Lanos,"265,000 EGP",2013,"260,000 KM",Manual,Natural Gas,Alexandria,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7202681,2026-04-21
Hyundai,Sonata,"550,000 EGP",2008,"240,000 KM",Automatic,Diesel,Giza,https://eg.hatla2ee.com/en/car/hyundai/sonata/7202648,2026-04-21
Nissan,Sunny,"450,000 EGP",2013,"270,000 KM",Automatic,Gas,Ismailia,https://eg.hatla2ee.com/en/car/nissan/sunny/7202546,2026-04-21
Kia,Sportage,"1,200,000 EGP",2018,"176,000 KM",Automatic,Gas,"El Senbellawein, Dakahlia",https://eg.hatla2ee.com/en/car/kia/sportage/7202545,2026-04-21
Renault,Megane,"340,000 EGP",2006,"326,000 KM",Automatic,Gas,Asyut,https://eg.hatla2ee.com/en/car/renault/megane/7202455,2026-04-21
Skoda,Superb,"1,900,000 EGP",2019,"47,000 KM",Automatic,Diesel,Alexandria,https://eg.hatla2ee.com/en/car/skoda/superb/7202421,2026-04-21
Geely,Emgrand,"240,000 EGP",2014,"190,000 KM",Manual,Gas,Qalyubia,https://eg.hatla2ee.com/en/car/geely/Gelly-Emgrand/7202404,2026-04-21
Chevrolet,Aveo,"420,000 EGP",2012,"190,000 KM",Automatic,Gas,"Faisal, Giza",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7202377,2026-04-21
Ford,Focus,"420,000 EGP",2009,"420,000 KM",Automatic,Gas,"Qaha, Qalyubia",https://eg.hatla2ee.com/en/car/ford/focus/7206201,2026-04-21
Speranza,Tiggo,"510,000 EGP",2017,"187,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/speranza/tiggo/7206197,2026-04-21
BMW,318,"650,000 EGP",2009,"170,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/bmw/318/7206198,2026-04-21
Chevrolet,Spark,"360,000 EGP",2012,"230,000 KM",Automatic,Gas,"Tanta, Gharbia",https://eg.hatla2ee.com/en/car/chevrolet/spark/7206196,2026-04-21
Suzuki,S Presso,"500,000 EGP",2021,"65,000 KM",Manual,Diesel,"6 October, Giza",https://eg.hatla2ee.com/en/car/suzuki/S-Presso/7206181,2026-04-21
